,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,ROAD_IMPACT_FEE,MF_RT_BASED_FEE,DIFF_MF_vs_RF,YEAR
194,3,Out,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,37289.25,38510.340000000004,-8947.898,2018
195,3,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,675720.59,1277828.93854,8947.898,2018
196,3,Out,0.0,890-00,Furniture Store (free standing),"WHOLESALE, PRODUCE, MFG",Commercial/Retail,sq. ft.,0.0,30332.167815,-8947.898,2018
197,3,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,93630.45999999999,231852.91338500008,8947.898,2018
198,3,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,103316.82,179762.22999999998,8778.008,2018
199,3,Out,0.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,44878.22,30589.97577499997,-10893.297999999999,2018
200,3,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,670426.61945,-10893.297999999999,2018
201,3,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,-36836.95376,-0.002000000002226443,2018
202,3,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,53016.920000000006,36144.839999999975,0.0,2018
203,3,Out,1.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,1971.75,2450.8535479999996,-8947.898,2018
204,3,Out,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,15389.35,9463.577,8947.898,2018
205,3,Out,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,53683.71,-47349.96118,-0.002000000002226443,2018
206,3,Out,1.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,114076.63175,0.0,2018
207,4,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,702354.25,-35899.54711199999,-8947.898,2018
208,4,In,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,448363.99,463047.78882599995,8947.898,2018
209,4,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,251970.35,137411.13804,283.6980000000003,2018
210,4,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,80576.08,524992.762,-8947.898,2018
211,4,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,8947.898,2018
212,4,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,0.0,34763.388,283.6980000000003,2018
213,4,In,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,0.0,37488.444,-0.002000000002226443,2018
214,4,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,683240.88,705612.88,283.6980000000003,2018
215,4,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,441211.697472,-10893.297999999999,2018
216,4,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,21073.5,-27262.393808,8947.898,2018
217,4,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,185343.07529999997,-8947.898,2018
218,4,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,217075.33999999997,-95272.59590624,8947.898,2018
219,4,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,81166.55,-208693.881462,-8947.898,2018
220,4,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,410716.302272,-0.002000000002226443,2018
221,4,In,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,37702.15,38936.72926,-10893.297999999999,2018
222,4,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,0.0,32951.415,-10893.297999999999,2018
223,4,In,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,73536.12,132490.07799999998,0.0,2018
224,4,In,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1528473.96,4598670.776000001,8947.898,2018
225,4,In,1.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,15511.76,967839.594,-8947.898,2018
226,4,In,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,76790.95999999999,92702.368,0.0,2018
227,4,In,1.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,0.0,-148032.99,0.0,2018
228,4,In,1.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,0.0,-32132.952,0.0,2018
229,4,In,1.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,4252.18,-9869.395872000001,283.6980000000003,2018
230,4,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,45851.88,47925.067848,0.0,2018
231,4,In,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,80315.23,102939.561274,-8947.898,2018
232,4,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,0.0,-25044.349615999996,8947.898,2018
233,4,Out,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,19680.960000000003,20325.503555,0.0,2018
234,4,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,5832270.96,5744391.238999999,283.6980000000003,2018
235,4,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,2876815.7399999998,2954887.98,-0.002000000002226443,2018
236,4,Out,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,18486.12,14803.298999999999,-0.002000000002226443,2018
237,4,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1127347.4500000002,1764032.2000000002,283.6980000000003,2018
238,4,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,730133.53,154270.025,-10893.297999999999,2018
239,4,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,42023.11,42023.1075,0.0,2018
240,4,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,837216.9800000001,306537.09154486,283.6980000000003,2018
241,4,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,393572.03,466508.967925,283.6980000000003,2018
242,4,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,237639.67546,283.6980000000003,2018
243,4,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,500875.52,517277.4472,283.6980000000003,2018
244,4,Out,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,196094.48821819996,8947.898,2018
245,4,Out,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,397313.79648312,-8947.898,2018
246,4,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,489793.99,505832.03853,8947.898,2018
