,Ring,SMART,PED_ORIENT,LANDUSE,SPC_LU,GN_VA_LU,UNITS,UNITS_VAL,COST,YEAR
20,1,In,0,High-Turnover Restaurant,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,4003.0,0.0,2015
21,1,In,0,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,238.3,3541098.9899999998,2015
22,1,In,0,Jr./Community College (25 SF/St),COLLEGES,Other,student,111.0,0.0,2015
23,1,In,0,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-23061.6,439784.18000000005,2015
24,1,In,0,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,1842.0,37295.24,2015
25,1,In,0,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,979908.0,343667.35,2015
26,1,In,0,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-16.0,0.0,2015
27,1,In,0,Quality Restaurant,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,4132.0,0.0,2015
28,1,In,0,Quality Restaurant/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,56.0,0.0,2015
29,1,In,0,Research Center,PROFESSIONAL BUILDING,Office,sq. ft.,-1842.0,0.0,2015
30,1,In,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,39893.4,2945217.57,2015
31,1,In,0,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,120684.0,3455401.8200000003,2015
32,1,In,0,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,176528.0,2734030.36,2015
33,1,In,0,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,61622.0,0.0,2015
34,1,In,0,"Shopping Center/General Retail [800,001-1,000,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,1931166.0,15156080.44,2015
35,1,In,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-25.700000000000003,1157703.96,2015
36,1,In,0,Tennis Courts,OUTDOOR RECREATIONAL,Other,court,2.0,46294.18,2015
37,1,In,0,Truck Terminals,SERVICE STATIONS,Commercial/Retail,sq. ft.,6717.0,49478.19,2015
38,1,In,0,Unknown*,Unknown,Unknown,0,-108.1,0.0,2015
39,1,In,0,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-179558.0,17125246.57,2015
40,2,In,0,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,230.0,728373.79,2015
41,2,In,0,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,125.0,340558.81000000006,2015
42,2,In,0,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,5881.0,0.0,2015
43,2,In,0,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,49956.0,413107.44,2015
44,2,In,0,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,115152.7,15250.48,2015
45,2,In,0,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,466.8,2013.22,2015
46,2,In,0,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,226716.0,4275678.0,2015
47,2,In,0,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,1466.45,0.0,2015
48,2,In,0,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,69.09,110326.32999999999,2015
49,2,In,0,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,-278.0,0.0,2015
50,2,In,0,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-9.0,76007.65,2015
51,2,In,0,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,534.0,28498.020000000004,2015
52,2,In,0,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-22068.92,1444495.49,2015
53,2,In,0,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,-165707.0,0.0,2015
54,2,In,0,"General Office Building [200,001-300,000]","OFFICE, MULTI-STORY",Office,sq. ft.,251192.0,1870124.44,2015
55,2,In,0,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,-22116.54,0.0,2015
56,2,In,0,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,3122.0,0.0,2015
57,2,In,0,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,50.0,6478.32,2015
58,2,In,0,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,12314.53,2317930.85,2015
59,2,In,0,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,714.0,527533.81,2015
60,2,In,0,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1051.0,129601.19,2015
61,2,In,0,Hospital,HOSPITALS,Other,sq. ft.,23722.0,271899.19,2015
62,2,In,0,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,739.0,1927491.99,2015
63,2,In,0,Jr./Community College (25 SF/St),COLLEGES,Other,student,90.0,0.0,2015
64,2,In,0,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-732.0,24813.2,2015
65,2,In,0,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,6605.0,29488.480000000003,2015
66,2,In,0,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,169642.4,38152.54,2015
67,2,In,0,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-19.62,0.0,2015
68,2,In,0,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,6.0,0.0,2015
69,2,In,0,"Shopping Center/General Retail [1,200,001-more]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,2400.0,29684.88,2015
70,2,In,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-20261.989999999998,5060095.81,2015
71,2,In,0,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,306925.0,1864016.43,2015
72,2,In,0,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,127817.0,19483.44,2015
73,2,In,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-6.699999999999999,1283488.53,2015
74,2,In,0,University (20 SF/St),COLLEGES,Other,student,124.0,0.0,2015
75,2,In,0,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,52858.0,552385.8499999999,2015
76,2,Out,0,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,10.0,0.0,2015
77,2,Out,0,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,63.93000000000001,206820.42,2015
78,2,Out,0,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-40126.0,72311.92,2015
79,2,Out,0,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,5850.0,0.0,2015
80,2,Out,0,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,-2300.0,0.0,2015
81,2,Out,0,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,12450.0,10654.380000000001,2015
82,2,Out,0,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,2743.5,0.0,2015
83,2,Out,0,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,-2000.0,0.0,2015
84,2,Out,0,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,53.56,301185.77,2015
85,2,Out,0,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,19.0,0.0,2015
86,2,Out,0,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,9835.0,109800.78,2015
87,2,Out,0,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,152.0,244789.37,2015
88,2,Out,0,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,200.0,5165.14,2015
89,2,Out,0,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,425.0,15248.970000000001,2015
90,2,Out,0,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,60951.0,3040251.4500000007,2015
91,2,Out,0,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,-69510.0,0.0,2015
92,2,Out,0,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,765.0,269.96,2015
93,2,Out,0,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,49.0,0.0,2015
94,2,Out,0,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,32195.2,1712803.8299999998,2015
95,2,Out,0,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,306.0,133248.73,2015
96,2,Out,0,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1633.0,268701.14999999997,2015
97,2,Out,0,High-Turnover Restaurant,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,3224.0,0.0,2015
98,2,Out,0,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,96.38,107048.15999999999,2015
99,2,Out,0,Jr./Community College (25 SF/St),COLLEGES,Other,student,49.0,0.0,2015
100,2,Out,0,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,10796.0,37805.66,2015
101,2,Out,0,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,13875.0,9183.89,2015
102,2,Out,0,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,272685.0,0.0,2015
103,2,Out,0,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-12.77,0.0,2015
104,2,Out,0,Quality Restaurant,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-8283.0,0.0,2015
105,2,Out,0,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,4.0,0.0,2015
106,2,Out,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,29588.379999999997,562857.0,2015
107,2,Out,0,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,25772.0,712562.84,2015
108,2,Out,0,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,1730.0,26793.89,2015
109,2,Out,0,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,891.4,12805.41,2015
110,2,Out,0,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,200.0,2048.14,2015
111,2,Out,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,32.7,685961.75,2015
112,2,Out,0,University (20 SF/St),COLLEGES,Other,student,5.0,7598.02,2015
113,2,Out,0,Unknown*,Unknown,Unknown,0,-215.22,0.0,2015
114,2,Out,0,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,861907.5,3261326.7899999996,2015
115,3,In,0,Amusement Park,TOURIST ATTRACTIONS,Other,acre,0.25,13278.17,2015
116,3,In,0,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,233.24,904111.2799999999,2015
117,3,In,0,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,2435.0,0.0,2015
118,3,In,0,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,2456.0,9109.64,2015
119,3,In,0,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,24681.0,0.0,2015
120,3,In,0,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,1.0,8934.44,2015
121,3,In,0,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,24757.0,0.0,2015
122,3,In,0,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,119.0,445114.22000000003,2015
123,3,In,0,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,53.0,2057.33,2015
124,3,In,0,Furniture Store (free standing),"WHOLESALE, PRODUCE, MFG",Commercial/Retail,sq. ft.,38259.0,0.0,2015
125,3,In,0,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,45526.6,1584061.0000000002,2015
126,3,In,0,"General Office Building [200,001-300,000]","OFFICE, MULTI-STORY",Office,sq. ft.,284782.0,0.0,2015
127,3,In,0,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,1750.0,17739.75,2015
128,3,In,0,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,38929.0,2856.66,2015
129,3,In,0,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,240.0,182611.97,2015
130,3,In,0,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,8401.0,1682348.4799999997,2015
131,3,In,0,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,154.0,148545.54,2015
132,3,In,0,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,409.0,424440.27,2015
133,3,In,0,Hospital,HOSPITALS,Other,sq. ft.,9599.0,130906.36,2015
134,3,In,0,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,830.0,1333658.0,2015
135,3,In,0,Jr./Community College (25 SF/St),COLLEGES,Other,student,52.0,0.0,2015
136,3,In,0,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,2.0,0.15,2015
137,3,In,0,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,38815.0,0.0,2015
138,3,In,0,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,118171.0,184700.0,2015
139,3,In,0,Mobile Home,MOBILE HOME,Single-family,unit,-24.0,0.0,2015
140,3,In,0,Pharmacy/Drugstore w/o Drive-Thru,"STORES, ONE STORY",Commercial/Retail,sq. ft.,380.0,3235.66,2015
141,3,In,0,Research Center,PROFESSIONAL BUILDING,Office,sq. ft.,1372.0,0.0,2015
142,3,In,0,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,9.0,83090.96,2015
143,3,In,0,"Shopping Center/General Retail [1,200,001-more]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,39175.0,2000.0,2015
144,3,In,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,20966.739999999998,220247.44,2015
145,3,In,0,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,35675.0,127008.86,2015
146,3,In,0,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,8780.0,89845.74,2015
147,3,In,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,126.67,982806.7299999997,2015
148,3,In,0,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,680821.0,6095681.820000001,2015
149,3,Out,0,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,208.0,624467.84,2015
150,3,Out,0,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1271.34,6658957.32,2015
151,3,Out,0,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,0.0,0.0,2015
152,3,Out,0,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-3842.0,0.0,2015
153,3,Out,0,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,7952.0,59502.55,2015
154,3,Out,0,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,20022.0,127718.61,2015
155,3,Out,0,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,16270.0,7970.05,2015
156,3,Out,0,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,771.0,0.0,2015
157,3,Out,0,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,670.0,0.0,2015
158,3,Out,0,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,9.0,3754.7,2015
159,3,Out,0,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,3033.0,0.0,2015
160,3,Out,0,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,21764.0,101152.55,2015
161,3,Out,0,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,1131.0,3441544.5600000103,2015
162,3,Out,0,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,448.0,16154.18,2015
163,3,Out,0,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,5545.7,1442605.97,2015
164,3,Out,0,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,66059.0,0.0,2015
165,3,Out,0,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,49970.0,48359.28,2015
166,3,Out,0,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,85.0,0.0,2015
167,3,Out,0,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,248.28999999999996,718075.0700000001,2015
168,3,Out,0,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,225.0,108636.67,2015
169,3,Out,0,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1933.0,2103310.04,2015
170,3,Out,0,High-Turnover Restaurant,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,3159.0,0.0,2015
171,3,Out,0,Hospital,HOSPITALS,Other,sq. ft.,28192.0,282705.38,2015
172,3,Out,0,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,84.0,0.0,2015
173,3,Out,0,Jr./Community College (25 SF/St),COLLEGES,Other,student,156.0,126453.6,2015
174,3,Out,0,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,122426.91,379698.15,2015
175,3,Out,0,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,27752.0,14845.5,2015
176,3,Out,0,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,53125.0,103859.38,2015
177,3,Out,0,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-31.34,0.0,2015
178,3,Out,0,Nursery Garden Center,"FLORISTS, GREENHOUSES",Commercial/Retail,sq. ft.,0.0,0.0,2015
179,3,Out,0,Pharmacy/Drugstore w/ Drive-Thru,"STORES, ONE STORY",Commercial/Retail,sq. ft.,34038.0,145831.0,2015
180,3,Out,0,Quality Restaurant,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-4835.0,0.0,2015
181,3,Out,0,Racquet Club,OUTDOOR RECREATIONAL,Other,court,4.0,108525.29,2015
182,3,Out,0,Research Center,PROFESSIONAL BUILDING,Office,sq. ft.,8387.0,0.0,2015
183,3,Out,0,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,16.0,166899.87,2015
184,3,Out,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,36401.7,2596574.5200000005,2015
185,3,Out,0,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,75622.0,798119.0199999999,2015
186,3,Out,0,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,85626.0,453352.58999999997,2015
187,3,Out,0,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,6771.0,66923.59,2015
188,3,Out,0,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,71642.0,156545.87,2015
189,3,Out,0,"Shopping Center/General Retail [600,001-800,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,381.0,5591.63,2015
190,3,Out,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,837.09,4451995.990000019,2015
191,3,Out,0,Unknown*,Unknown,Unknown,0,1007.43,0.0,2015
192,3,Out,0,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,2697429.8,11612410.120000001,2015
193,4,In,0,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,230.0,533286.9600000001,2015
194,4,In,0,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,-20723.0,0.0,2015
195,4,In,0,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,3078.0,14042.14,2015
196,4,In,0,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,10.0,43679.44,2015
197,4,In,0,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,3033.0,148683.12,2015
198,4,In,0,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,765.0,1959.34,2015
199,4,In,0,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,1100.0,60.86,2015
200,4,In,0,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,5778.0,130836.86,2015
201,4,In,0,Mobile Home,MOBILE HOME,Single-family,unit,-10.0,77810.73,2015
202,4,In,0,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,4.0,0.0,2015
203,4,In,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-4074.6800000000003,101393.86,2015
204,4,In,0,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,59230.0,197300.22,2015
205,4,In,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,47.599999999999994,330146.1500000001,2015
206,4,In,0,Tire Stores,REPAIR SERVICE SHOPS,Commercial/Retail,sq. ft.,1354.0,0.0,2015
207,4,In,0,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,40955.0,156794.16999999998,2015
208,4,Out,0,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,97.0,488495.01,2015
209,4,Out,0,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,4102.0,0.0,2015
210,4,Out,0,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,10.0,32759.59,2015
211,4,Out,0,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,3795.0,176760.12,2015
212,4,Out,0,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,5274.0,8103.06,2015
213,4,Out,0,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,575.0,2168423.129999995,2015
214,4,Out,0,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,950.0,19386.850000000002,2015
215,4,Out,0,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,5302.0,73628.8,2015
216,4,Out,0,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,7724.0,82499.84,2015
217,4,Out,0,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,-2640.0,29058.72,2015
218,4,Out,0,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,1800.0,25274.31,2015
219,4,Out,0,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,5883.0,0.0,2015
220,4,Out,0,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,1584.0,2925.65,2015
221,4,Out,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,42992.0,589657.29,2015
222,4,Out,0,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-5883.0,99334.34,2015
223,4,Out,0,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,91155.0,928809.6100000001,2015
224,4,Out,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,772.8,5464948.820000025,2015
