,Ring,SMART,PED_ORIENT,LANDUSE,SPC_LU,GN_VA_LU,UNITS,UNITS_VAL,COST,YEAR
95,2,Out,0,High-Turnover Restaurant,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,1637.0,0.0,2018
96,2,Out,0,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,300.0,24488.73,2018
97,2,Out,0,Jr./Community College (25 SF/St),COLLEGES,Other,student,10.0,0.0,2018
98,2,Out,0,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,19147.0,1773.69,2018
99,2,Out,0,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,13037.0,23152.54,2018
100,2,Out,0,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,207044.0,200146.33,2018
101,2,Out,0,Mobile Home,MOBILE HOME,Single-family,unit,-1.0,0.0,2018
102,2,Out,0,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-40.0,0.0,2018
103,2,Out,0,Racquet Club,OUTDOOR RECREATIONAL,Other,court,3.5,0.0,2018
104,2,Out,0,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,-5.3,0.0,2018
105,2,Out,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-25433.28,3018655.090000001,2018
106,2,Out,0,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,90070.01,3887568.6300000004,2018
107,2,Out,0,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,0.0,0.0,2018
108,2,Out,0,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,6000.0,0.0,2018
