,Ring,SMART,PED_ORIENT,LANDUSE,SPC_LU,GN_VA_LU,UNITS,UNITS_VAL,COST,YEAR
225,4,In,0,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,0.0,0.0,2019
226,4,In,0,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,6045.0,0.0,2019
227,4,In,0,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,395.28999999999996,741808.55,2019
228,4,In,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,24398.24,1114187.28,2019
229,4,In,0,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,3782.0,51817.94,2019
230,4,In,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,104.18,1038361.7599999988,2019
231,4,In,0,Unknown*,Unknown,Unknown,0,-13492.179999999998,0.0,2019
232,4,In,0,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,27486.0,413458.12999999995,2019
233,4,Out,0,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,42.0,259518.26,2019
234,4,Out,0,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,-8143.0,0.0,2019
235,4,Out,0,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,374.0,2135593.4799999995,2019
236,4,Out,0,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,3109.0,186751.1,2019
237,4,Out,0,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,118.0,682945.4000000003,2019
238,4,Out,0,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,764.68,0.0,2019
239,4,Out,0,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,452.0,22756.26,2019
240,4,Out,0,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,14133.0,143689.5,2019
241,4,Out,0,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,42.0,0.0,2019
242,4,Out,0,High-Turnover Restaurant,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,1183.0,0.0,2019
243,4,Out,0,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,1932.0,73285.2,2019
244,4,Out,0,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,1058.0,22936.48,2019
245,4,Out,0,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,290828.0,596586.2600000001,2019
246,4,Out,0,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,7.0,83819.13,2019
247,4,Out,0,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,23298.0,676051.26,2019
248,4,Out,0,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,32316.0,0.0,2019
249,4,Out,0,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,66398.0,0.0,2019
250,4,Out,0,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,645.3299999999999,7068964.720000025,2019
251,4,Out,0,Supermarket (free standing),SUPERMARKETS,Commercial/Retail,sq. ft.,22169.0,1000.0,2019
252,4,Out,0,Unknown*,Unknown,Unknown,0,-262172.83,28969.51,2019
253,4,Out,0,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-19053.0,43776.98,2019
