,Ring,SMART,STATUS,PED_ORIENTED,PROC_NUM,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
14,1,In,Assessed,0.0,M2018004487-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-7853.46,-6951.425830767595,-7401.907616328145,902.0341692324055,450.48178556055063,2018
15,1,In,Assessed,0.0,M2018004487-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-19741.264479999998,-16823.41856463157,-18606.195983739686,2917.845915368427,1782.7774191081153,2018
16,1,In,Assessed,0.0,M2018004487-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,155919.529152,94911.12967194882,146954.58439522033,-61008.39948005119,-52043.45472327151,2018
17,1,In,Assessed,0.0,M2018005305-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,0.0,0.0,0.0,0.0,0.0,2018
18,1,In,Assessed,0.0,M2018005591-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8664.197896785694,-590.104884076467,-873.8049872907723,2018
19,1,In,Assessed,0.0,M2018005591-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,182332.74,51491.18814649309,176551.7378967857,-130841.5518535069,-125060.5497502926,2018
20,1,In,Assessed,0.0,M2018006040-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,35340.57,40465.785541023564,34220.077477477476,5125.215541023565,6245.708063546088,2018
21,1,In,Assessed,0.0,M2018006040-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-16435.494,-17762.509608269524,-15914.397477477476,-1327.0156082695248,-1848.1121307920475,2018
22,1,In,Assessed,0.0,M2018006301-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-7853.46,-6951.425830767595,-7375.2815454587235,902.0341692324055,423.8557146911289,2018
23,1,In,Assessed,0.0,M2018006301-0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,110833.13699999999,85619.74199116946,104084.77154545873,-25213.39500883053,-18465.02955428927,2018
24,1,In,Assessed,0.0,M2018006343-0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,10881.091836,4571.908009848266,10536.15,-6309.183826151733,-5964.241990151733,2018
25,1,In,Assessed,0.0,M2018006778-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,41506.64,11721.571285380542,40190.64,-29785.068714619458,-28469.068714619458,2018
26,1,In,Assessed,0.0,M2018007016-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,24947.991762,21851.2985128109,24156.99135974482,-3096.693249189102,-2305.692846933922,2018
27,1,In,Assessed,0.0,M2018007016-0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,74374.71055,25844.24992179866,72016.58783920645,-48530.46062820134,-46172.337917407785,2018
28,1,In,Assessed,0.0,M2018007016-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-36750.478964999995,-31318.59616719359,-35585.26919895127,5431.882797806404,4266.673031757677,2018
29,1,In,Assessed,0.0,M2018008371-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,250175.27999999997,253403.72069135355,242243.22227269335,3228.4406913535786,11160.498418660194,2018
30,1,In,Assessed,0.0,M2018008371-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-39958.434443,-34052.40168394623,-38691.512272693355,5906.032759053771,4639.110588747128,2018
31,1,In,Assessed,0.0,M2018008761-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8664.197999999999,-590.104884076467,-873.8048840764677,2018
32,1,In,Assessed,0.0,M2018008761-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,100524.288,118335.90018888093,97337.088,17811.61218888093,20998.812188880926,2018
33,1,In,Assessed,0.0,M2018009118-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8664.197667856934,-590.104884076467,-873.8052162195327,2018
34,1,In,Assessed,0.0,M2018009118-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,62827.68,73959.93761805058,60835.67766785694,11132.257618050578,13124.259950193642,2018
35,1,In,Assessed,0.0,M2018009119-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8664.197667856934,-590.104884076467,-873.8052162195327,2018
36,1,In,Assessed,0.0,M2018009119-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,62827.68,73959.93761805058,60835.67766785694,11132.257618050578,13124.259950193642,2018
37,1,In,Assessed,0.0,M2018009979-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-11853.9936,-7215.74731413701,-11478.155039142275,4638.24628586299,4262.407725005265,2018
38,1,In,Assessed,0.0,M2018009979-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,41506.64,11721.571285380542,40190.64503914228,-29785.068714619458,-28469.073753761735,2018
39,1,In,Assessed,0.0,M2018010080-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,2018
40,1,In,Assessed,0.0,M2018010517-0,610-00,Hospital,HOSPITALS,Other,sq. ft.,0.0,0.0,0.0,0.0,0.0,2018
41,1,In,Assessed,0.0,M2018011400-0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,63386.890508000004,31685.382540439103,0.0,-31701.5079675609,31685.382540439103,2018
42,1,In,Assessed,0.0,M2018011400-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-63387.43753776,-55519.41145457192,0.0,7868.0260831880805,-55519.41145457192,2018
43,1,In,Assessed,0.0,M2018011454-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-15905.18674351586,-590.104884076467,6367.183859439394,2018
44,1,In,Assessed,0.0,M2018011454-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,7853.46,6951.425830767595,13959.78674351586,-902.0341692324055,-7008.360912748266,2018
45,1,In,Assessed,0.0,M2018011537-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-17895.796,-19076.005768152932,-17328.396817518336,-1180.209768152934,-1747.608950634596,2018
46,1,In,Assessed,0.0,M2018011537-0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,134166.42899999997,103644.95083141567,129912.58512901016,-30521.478168584305,-26267.634297594486,2018
47,1,In,Assessed,0.0,M2018011537-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,6468.7893429999995,5512.67376180338,6263.691688508168,-956.1155811966191,-751.0179267047879,2018
48,1,In,Assessed,0.0,M2018011733-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8664.205420717086,-590.104884076467,-873.7974633593803,2018
49,1,In,Assessed,0.0,M2018011733-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,7438.226438,6338.823780602253,7202.397906708452,-1099.4026573977471,-863.5741261061994,2018
50,1,In,Assessed,0.0,M2018011733-0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,63755.46064,29148.08425507273,61734.09751400863,-34607.376384927265,-32586.013258935902,2018
51,1,In,Assessed,0.0,M2018012018-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,6282.768,7395.993761805058,6083.57,1113.225761805058,1312.4237618050583,2018
52,1,In,Assessed,0.0,M2018012387-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,10956.996,11841.673072179681,10609.6,884.677072179682,1232.0730721796808,2018
53,1,In,Assessed,0.0,M2018012555-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,13818.885135999999,11776.392995242099,13380.76,-2042.4921407579004,-1604.3670047579017,2018
54,1,In,Assessed,0.0,M2018012638-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,42824.226654,37508.62871544454,41466.33,-5315.59793855546,-3957.7012845554636,2018
55,1,In,Assessed,0.0,M2018013298-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,81661.855657,69591.87340173041,55660.99513417487,-12069.982255269584,13930.878267555541,2018
56,1,In,Assessed,0.0,M2018013298-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,72064.91019,15926.120746883724,49119.684865825126,-56138.78944311627,-33193.5641189414,2018
57,1,In,Assessed,0.0,M2018013795-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-4099.058252,-1403.2674783802845,-3969.099022308911,2695.7907736197153,2565.8315439286266,2018
58,1,In,Assessed,0.0,M2018013795-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,15405.236745999999,13128.274844185707,14916.81902230891,-2276.961901814291,-1788.544178123202,2018
59,1,In,Assessed,0.0,M2018014116-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,308549.512,312531.25551933603,298766.8641408528,3981.7435193360434,13764.391378483211,2018
60,1,In,Assessed,0.0,M2018014116-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-46046.614836,-40331.034893896445,-44586.6941408528,5715.579942103555,4255.659246956355,2018
61,1,In,Assessed,0.0,M2018014715-0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,978369.7481409999,466251.20618967415,0.0,-512118.5419513258,466251.20618967415,2018
62,1,In,Assessed,0.0,M2018015093-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,19932.4915,6823.669088233649,19300.51922187926,-13108.822411766352,-12476.850133645614,2018
63,1,In,Assessed,0.0,M2018015093-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8664.19922187926,-590.104884076467,-873.803662197206,2018
64,1,In,Assessed,0.0,M2018016211-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-69110.448,-81355.93137985564,-65256.630719517976,-12245.483379855636,-16099.300660337663,2018
65,1,In,Assessed,0.0,M2018016211-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,388746.27,445123.6409512592,367068.54779728863,56377.37095125916,78055.09315397055,2018
66,1,In,Assessed,0.0,M2018016211-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-19633.65,-17378.564576918987,-18538.815545317608,2255.0854230810146,1160.250968398621,2018
67,1,In,Assessed,0.0,M2018016211-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,12285.411913000004,10469.573874596608,11600.338467547019,-1815.8380384033953,-1130.7645929504106,2018
68,1,In,Assessed,0.0,M2018016241-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-22915.330228,-7844.8110976728485,-22188.81713519444,15070.51913032715,14344.00603752159,2018
69,1,In,Assessed,0.0,M2018016241-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,86121.266294,73392.16348820523,83390.85713519444,-12729.10280579477,-9998.69364698921,2018
70,1,In,Assessed,0.0,M2018016732-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,144905.40159599998,126918.88054957025,140310.94601348165,-17986.521046429727,-13392.065463911393,2018
71,1,In,Assessed,0.0,M2018016732-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,174163.780649,148421.60610457548,168641.6417538176,-25742.174544424517,-20220.035649242112,2018
72,1,In,Assessed,0.0,M2018016732-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,475570.0551,105099.50128510312,460491.3522327008,-370470.55381489685,-355391.85094759765,2018
73,1,In,Assessed,0.0,M2018017694-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-12620.308363999999,-10754.97115381804,-12220.143076101333,1865.3372101819587,1465.1719222832926,2018
74,1,In,Assessed,0.0,M2018017694-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,34816.78522,7694.401116578101,33712.81307610133,-27122.384103421897,-26018.41195952323,2018
75,1,In,Assessed,0.0,M2018019205-0,820-05,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,139513.750563,95022.31102390192,135090.31,-44491.43953909809,-40067.99897609808,2018
76,1,In,Assessed,0.0,M2018019757-0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-42672.044577,-42831.077418854846,-43169.953722339626,-159.03284185484517,338.8763034847798,2018
77,1,In,Assessed,0.0,M2018019757-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-40165.142872000004,-13750.09460509011,-40633.80079917654,26415.048266909893,26883.70619408643,2018
78,1,In,Assessed,0.0,M2018019757-0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,1739484.5517660002,2170195.8200694327,1759781.3356460987,430711.2683034325,410414.484423334,2018
79,1,In,Assessed,0.0,M2018019757-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-45404.908304,-38693.862698652614,-45934.70525448533,6711.045605347383,7240.842555832714,2018
80,1,In,Assessed,0.0,M2018019757-0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,762540.8973409999,363395.9592779221,771438.434129903,-399144.9380630778,-408042.47485198086,2018
81,1,In,Assessed,0.0,M2019001178-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,75809.17340500001,16753.591258024106,75809.18000000001,-59055.5821469759,-59055.5887419759,2018
82,1,In,Assessed,0.0,M2019001250-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-17895.796,-19076.005768152932,-17867.568189450816,-1180.209768152934,-1208.4375787021163,2018
83,1,In,Assessed,0.0,M2019001250-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-75393.216,-88751.9251416607,-75274.29503007268,-13358.7091416607,-13477.63011158802,2018
84,1,In,Assessed,0.0,M2019001250-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-15706.92,-13902.85166153519,-15682.144797931807,1804.068338464811,1779.2931363966181,2018
85,1,In,Assessed,0.0,M2019001250-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,3710933.32,3758821.856921744,3705079.90488968,47888.536921744235,53741.95203206409,2018
86,1,In,Assessed,0.0,M2019001250-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,333190.79934,73634.12912121948,332665.24312777567,-259556.67021878055,-259031.1140065562,2018
87,1,In,Assessed,0.0,M2019001287-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-52903.17744,-18110.82054477072,-52903.15284369155,34792.356895229284,34792.332298920825,2018
88,1,In,Assessed,0.0,M2019001287-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,99270.358528,84597.76192500447,99270.31237416809,-14672.59660299553,-14672.550449163624,2018
89,1,In,Assessed,0.0,M2019001287-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,274644.13816000003,60695.49931066077,274644.0104695235,-213948.63884933927,-213948.51115886273,2018
90,1,In,Assessed,0.0,M2019002257-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-16462.804485999997,-14029.529410148112,-16462.80511546418,2433.275075851885,2433.2757053160676,2018
91,1,In,Assessed,0.0,M2019002257-0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,51351.813151999995,69511.9200441147,51351.81511546419,18160.1068921147,18160.104928650508,2018
92,1,In,Assessed,0.0,M2019002450-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,56544.912,66563.94385624552,56544.92000000001,10019.031856245521,10019.023856245505,2018
93,1,In,Assessed,0.0,M2019002518-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,50262.144,59167.95009444047,50262.149999999994,8905.806094440471,8905.800094440478,2018
94,1,In,Assessed,0.0,M2019002924-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-44417.84508,-37852.691770421035,-44417.897206735164,6565.153309578964,6565.205436314129,2018
95,1,In,Assessed,0.0,M2019002924-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,122539.5234,27080.85309186706,122539.66720673516,-95458.67030813295,-95458.8141148681,2018
96,1,In,Assessed,0.0,M2019003672-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8947.897742827356,-590.104884076467,-590.1051412491106,2018
97,1,In,Assessed,0.0,M2019003672-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,78534.6,89923.96786894125,78534.59774282735,11389.367868941248,11389.370126113907,2018
98,1,In,Bond submitted,0.0,M2018011333-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-35428.244892,-12128.46971588635,-35870.60971335758,23299.775176113653,23742.139997471233,2018
99,1,In,Bond submitted,0.0,M2018011333-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-11780.19,-10427.138746151391,-11927.280031154352,1353.0512538486091,1500.141285002961,2018
100,1,In,Bond submitted,0.0,M2018011333-0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,1707639.159408,2130465.2359066484,1728961.1157735353,422826.0764986484,401504.1201331131,2018
101,1,In,Bond submitted,0.0,M2018011333-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,231034.335264,140634.91515253033,233919.0805500868,-90399.42011146966,-93284.16539755647,2018
102,1,In,Bond submitted,0.0,M2018011333-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,257187.118755,56837.55238209717,260398.41342089005,-200349.56637290283,-203560.86103879288,2018
103,1,In,Collected,0.0,M2017002786-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8380.495788345352,-590.104884076467,-1157.5070957311145,2018
104,1,In,Collected,0.0,M2017002786-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,25131.072,29583.975047220232,23537.46578834535,4452.903047220232,6046.509258874881,2018
105,1,In,Collected,0.0,M2017003002-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,69110.448,81355.93137985564,51497.387586206896,12245.483379855636,29858.543793648743,2018
106,1,In,Collected,0.0,M2017003002-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-23560.38,-20854.277492302783,-17555.927586206897,2706.1025076972182,-3298.3499060958857,2018
107,1,In,Collected,0.0,M2017004711-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,376966.08,431635.045770918,6922.79240919472,54668.965770918,424712.2533617233,2018
108,1,In,Collected,0.0,M2017004711-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-21913.992,-23683.346144359362,-402.4394382453557,-1769.354144359364,-23280.906706114005,2018
109,1,In,Collected,0.0,M2017004711-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-59928.838599999995,-51071.092071202984,-1100.5629709493637,8857.746528797012,-49970.52910025362,2018
110,1,In,Collected,0.0,M2017004711-1,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,2018
111,1,In,Collected,0.0,M2017009513-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-242107.076756,-82882.69309948174,-226754.69279954824,159224.38365651824,143871.99970006652,2018
112,1,In,Collected,0.0,M2017009513-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.002884076466,-8380.497957259355,-590.104884076467,-1157.5049268171115,2018
113,1,In,Collected,0.0,M2017009513-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2006559.03,2297557.3790514492,1879320.0204154446,290998.3490514492,418237.3586360046,2018
114,1,In,Collected,0.0,M2017009513-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-35038.003626,-30688.87803990917,-32816.18965863702,4349.125586090828,2127.31161872785,2018
115,1,In,Collected,0.0,M2017011670-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-15237.803502,-5216.49432180497,-13064.558584401133,10021.30918019503,7848.064262596163,2018
116,1,In,Collected,0.0,M2017011670-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,157988.456955,34914.957022014314,135455.83858440112,-123073.4999329857,-100540.88156238681,2018
117,1,In,Collected,0.0,M2017014888-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,2018
118,1,In,Collected,0.0,M2017014888-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,2018
119,1,In,Collected,0.0,M2017016190-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,56544.912,66563.94385624552,52959.31,10019.031856245521,13604.63385624552,2018
120,1,In,Collected,0.0,M2017016190-1,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,12565.536,14791.987523610116,230.76,2226.451523610116,14561.227523610116,2018
121,1,In,Collected,0.0,M2017016521-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,255237.45,292252.8955740591,0.0,37015.44557405909,292252.8955740591,2018
122,1,In,Collected,0.0,M2017016521-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,-258514.45599999998,-261850.51138106533,0.0,-3336.055381065351,-261850.51138106533,2018
123,1,In,Collected,0.0,M2017017056-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-9390.126648,-8224.568230420935,-8794.73042300066,1165.5584175790646,570.1621925797244,2018
