,Ring,SMART,STATUS,PED_ORIENTED,PROC_NUM,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
2253,3,Out,Collected,0.0,C2019181286-0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,12361.403999999999,18839.437712764673,11974.160000000002,6478.033712764674,6865.277712764671,2019
2254,3,Out,Collected,0.0,C2019182506-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,8206.487519999999,8364.952575407524,7949.410000000001,158.46505540752514,415.54257540752315,2019
2255,3,Out,Collected,0.0,C2019183955-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,9769.627999999999,9958.276875485148,9463.58,188.6488754851489,494.69687548514776,2019
2256,3,Out,Collected,0.0,C2019185208-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,9769.627999999999,9958.276875485148,9463.58,188.6488754851489,494.69687548514776,2019
2257,3,Out,Collected,0.0,C2019186862-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,6545.650759999999,6672.045506575048,6340.6,126.3947465750498,331.44550657504806,2019
2258,3,Out,Collected,0.0,C2019188862-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-5412.31856,-5242.314284366509,-5242.77845805343,170.00427563349058,0.4641736869207307,2019
2259,3,Out,Collected,0.0,C2019188862-0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,12498.4816,4802.463024413146,12106.96845805343,-7696.018575586853,-7304.5054336402845,2019
2260,3,Out,Collected,0.0,C2019189833-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,0.0,0.0,0.0,0.0,0.0,2019
2261,3,Out,Collected,0.0,C2019197000-0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,93374.00512,49201.77388722747,90448.68,-44172.23123277253,-41246.90611277252,2019
2262,3,Out,Collected,0.0,C2019197078-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,9769.627999999999,9958.276875485148,9463.58,188.6488754851489,494.69687548514776,2019
2263,3,Out,Collected,0.0,C2019198815-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,59812.72,61817.269587227725,57938.979999999996,2004.5495872277243,3878.2895872277295,2019
2264,3,Out,Collected,0.0,C2019198822-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,59812.72,61817.269587227725,57938.979999999996,2004.5495872277243,3878.2895872277295,2019
2265,3,Out,Collected,0.0,C2019198883-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,47850.176,49453.81566978218,46351.18,1603.6396697821838,3102.635669782183,2019
2266,3,Out,Collected,0.0,C2019198887-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,47850.176,49453.81566978218,46351.18,1603.6396697821838,3102.635669782183,2019
2267,3,Out,Collected,0.0,C2019202534-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,7327.221,7468.70765661386,7097.69,141.48665661386076,371.0176566138607,2019
2268,3,Out,Collected,0.0,C2019202540-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,0.0,0.0,0.0,0.0,0.0,2019
2269,3,Out,Collected,0.0,C2019204857-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,5178.026568,1856.370347621758,5015.77,-3321.6562203782423,-3159.3996523782425,2019
2270,3,Out,Collected,0.0,C2019205711-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,59812.72,61817.269587227725,57938.979999999996,2004.5495872277243,3878.2895872277295,2019
2271,3,Out,Collected,0.0,C2019205726-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,53831.448,55635.542628504954,52145.079999999994,1804.0946285049577,3490.46262850496,2019
