,Ring,SMART,STATUS,PED_ORIENTED,PROC_NUM,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_RFc_RFa,DIFF_MFc_RFc,DIFF_MFc_RFa,YEAR
39,1,In,Assessed,0.0,M2017008462-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,0.0,2017
40,1,In,Assessed,0.0,M2017008464-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,91253.51999999999,110940.0,88265.5235833783,2987.996416621696,19686.48000000001,22674.476416621706,2017
41,1,In,Assessed,0.0,M2017008464-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,10609.596,11842.0,10262.196416621695,347.39958337830467,1232.4040000000005,1579.8035833783051,2017
42,1,In,Assessed,0.0,M2017008569-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,48668.543999999994,59168.0,47074.94,1593.603999999992,10499.456000000006,12093.059999999998,2017
43,1,In,Assessed,0.0,M2017008854-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-11739.25533,-4151.51,-11354.835689381935,-384.4196406180654,7587.74533,7203.325689381934,2017
44,1,In,Assessed,0.0,M2017008854-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,44118.916215,42231.145,42674.17568938193,1444.7405256180646,-1887.7712150000007,-443.0306893819361,2017
45,1,In,Assessed,0.0,M2017010014-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8664.198,-9538.0,-8380.498000000001,-283.6999999999989,-873.8019999999997,-1157.5019999999986,2017
46,1,In,Assessed,0.0,M2017010014-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,97337.08799999999,118336.0,94149.888,3187.1999999999825,20998.91200000001,24186.111999999994,2017
47,1,In,Assessed,0.0,M2017010037-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-7604.459999999999,-6952.0,-6128.353925431712,-1476.106074568287,652.4599999999991,-823.646074568288,2017
48,1,In,Assessed,0.0,M2017010037-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,25617.985779,24521.837,20645.26392543171,4972.721853568288,-1096.1487789999992,3876.5730745682886,2017
49,1,In,Assessed,0.0,M2017010052-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-14288.065703999999,-13643.784,-13820.287390945141,-467.7783130548578,644.2817039999991,176.5033909451413,2017
50,1,In,Assessed,0.0,M2017010052-0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,32992.6674,12499.212000000001,31912.51739094514,1080.150009054858,-20493.4554,-19413.30539094514,2017
51,1,In,Assessed,0.0,M2017010258-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8664.198,-9538.0,-8380.490829823084,-283.7071701769164,-873.8019999999997,-1157.509170176916,2017
52,1,In,Assessed,0.0,M2017010258-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,15914.394,17763.0,15393.280829823083,521.1131701769173,1848.6059999999998,2369.719170176917,2017
53,1,In,Assessed,0.0,M2017010935-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-121603.863546,-116120.466,-117622.62270326256,-3981.240842737432,5483.397545999993,1502.1567032625608,2017
54,1,In,Assessed,0.0,M2017010935-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,147000.474027,140710.581,142187.76270326256,4812.711323737429,-6289.893026999984,-1477.181703262555,2017
55,1,In,Assessed,0.0,M2017011194-0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,16036.553999999998,155216.0,0.0,16036.553999999998,139179.446,155216.0,2017
56,1,In,Assessed,0.0,M2017011194-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-16036.659515699997,-15313.529699999997,0.0,-16036.659515699997,723.1298157000001,-15313.529699999997,2017
57,1,In,Assessed,0.0,M2017011398-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,6780.157914,2397.7580000000003,6558.150000000001,222.0079139999998,-4382.399914,-4160.392,2017
58,1,In,Assessed,0.0,M2017012331-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8664.198,-9538.0,-8380.497756564271,-283.70024343572913,-873.8019999999997,-1157.5022434357288,2017
59,1,In,Assessed,0.0,M2017012331-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,79846.82999999999,94416.0,77232.32775656426,2614.5022434357234,14569.170000000013,17183.672243435736,2017
60,1,In,Assessed,0.0,M2017012530-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-32789.27536722,-31310.731619999995,0.0,-32789.27536722,1478.5437472200028,-31310.731619999995,2017
61,1,In,Assessed,0.0,M2017012530-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,32789.258784,40768.347,0.0,32789.258784,7979.088216000004,40768.347,2017
62,1,In,Assessed,0.0,M2017014002-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-9029.480832,-11226.756,0.0,-9029.480832,-2197.275168,-11226.756,2017
63,1,In,Assessed,0.0,M2017014002-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,18659.94,5746.0,0.0,18659.94,-12913.939999999999,5746.0,2017
64,1,In,Assessed,0.0,M2017014114-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,0.0,0.0,0.0,0.0,0.0,0.0,2017
65,1,In,Assessed,0.0,M2017014114-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,0.0,0.0,0.0,0.0,0.0,2017
66,1,In,Assessed,0.0,M2017014698-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-12167.135999999999,-14792.0,-11768.682789119228,-398.4532108807707,-2624.8640000000014,-3023.317210880772,2017
67,1,In,Assessed,0.0,M2017014698-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,41551.163406,39677.526,40190.43278911923,1360.73061688077,-1873.6374060000016,-512.9067891192317,2017
68,1,In,Assessed,0.0,M2017016016-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-27136.973609999997,-25975.829999999998,-26248.43227846169,-888.5413315383084,1161.1436099999992,272.60227846169073,2017
69,1,In,Assessed,0.0,M2017016016-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,74865.22155,18038.55,72413.92227846169,2451.299271538315,-56826.67155,-54375.372278461684,2017
70,1,In,Assessed,0.0,M2017017225-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,4332.099,4769.0,4190.25,141.84900000000016,436.90099999999984,578.75,2017
71,1,In,Assessed,0.0,M2017017643-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-6325.737983999999,-7865.072,-6118.607446064454,-207.13053793554536,-1539.3340160000007,-1746.464553935546,2017
72,1,In,Assessed,0.0,M2017017643-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,17224.559999999998,5304.0,16660.557446064453,564.0025539355447,-11920.559999999998,-11356.557446064453,2017
73,1,In,Assessed,0.0,M2017017649-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1979.8043639999999,1895.0919999999999,1914.97,64.83436399999982,-84.71236399999998,-19.878000000000156,2017
74,1,In,Assessed,0.0,M2017017967-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,19981.7112,7066.400000000001,19327.440000000002,654.2711999999992,-12915.3112,-12261.04,2017
75,1,In,Assessed,0.0,M2017018297-0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-19188.488144999996,-19888.61,-18560.17892570285,-628.3092192971453,-700.1218550000049,-1328.4310742971502,2017
76,1,In,Assessed,0.0,M2017018297-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,225061.085088,279828.479,217691.6689257029,7369.4161622971005,54767.393912,62136.8100742971,2017
77,1,In,Assessed,0.0,M2018000772-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-18620.401389,-17823.667,-18620.365736087086,-0.03565291291306494,796.7343889999975,796.6987360870844,2017
78,1,In,Assessed,0.0,M2018000772-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,51369.784095,12377.395,51369.685736087085,0.09835891291731969,-38992.389095000006,-38992.29073608709,2017
79,1,In,Assessed,0.0,M2018001857-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,8664.198,9538.0,8664.199999999999,-0.0019999999985884642,873.8019999999997,873.8000000000011,2017
80,1,In,Assessed,0.0,M2018002681-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,8664.198,9538.0,8664.199999999999,-0.0019999999985884642,873.8019999999997,873.8000000000011,2017
81,1,In,Assessed,0.0,M2018002702-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-8533.6395,-8168.5,-8533.620737104486,-0.018762895513646072,365.1394999999993,365.12073710448567,2017
82,1,In,Assessed,0.0,M2018002702-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,23542.5225,5672.5,23542.470737104486,0.0517628955130931,-17870.0225,-17869.970737104486,2017
83,1,In,Assessed,0.0,M2018003043-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-24334.271999999997,-29584.0,-24334.27425339367,0.0022533936717081815,-5249.728000000003,-5249.725746606331,2017
84,1,In,Assessed,0.0,M2018003043-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,45932.159999999996,14144.0,45932.164253393676,-0.004253393679391593,-31788.159999999996,-31788.164253393676,2017
85,1,In,Assessed,0.0,M2018003342-0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-5548.3942019999995,-5750.836,-5548.393987219976,-0.00021478002327057766,-202.44179800000074,-202.44201278002402,2017
86,1,In,Assessed,0.0,M2018003342-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-43320.990000000005,-47690.0,-43320.988323031335,-0.001676968669926282,-4369.009999999995,-4369.011676968665,2017
87,1,In,Assessed,0.0,M2018003342-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-24334.271999999997,-29584.0,-24334.271058012946,-0.0009419870511919726,-5249.728000000003,-5249.728941987054,2017
88,1,In,Assessed,0.0,M2018003342-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-21219.192,-23684.0,-21219.191178598638,-0.0008214013614633586,-2464.808000000001,-2464.8088214013624,2017
89,1,In,Assessed,0.0,M2018003342-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1639179.528,1714741.0,1639179.464546863,0.0634531369432807,75561.47200000007,75561.53545313701,2017
90,1,In,Assessed,0.0,M2018003391-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,165611.67066,158143.86,165611.18,0.49066000001039356,-7467.810660000017,-7467.320000000007,2017
91,1,In,Assessed,0.0,M2018003861-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,8664.198,9538.0,8664.199999999999,-0.0019999999985884642,873.8019999999997,873.8000000000011,2017
92,1,In,Collected,0.0,M2016010542-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,0.0,2017
93,1,In,Collected,0.0,M2016010542-1,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,395431.9199999999,467584.0,7261.04,388170.87999999995,72152.08000000007,460322.96,2017
94,1,In,Collected,0.0,M2016012654-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,0.0,2017
95,1,In,Collected,0.0,M2016012654-0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,0.0,0.0,0.0,0.0,0.0,2017
96,1,In,Collected,0.0,M2016014876-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-17328.396,-19076.0,-16227.653919933982,-1100.7420800660184,-1747.6039999999994,-2848.3460800660177,2017
97,1,In,Collected,0.0,M2016014876-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-18250.703999999998,-22188.0,-17091.37466082578,-1159.329339174219,-3937.296000000002,-5096.625339174221,2017
98,1,In,Collected,0.0,M2016014876-0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,877570.308264,951032.68,821824.8967139239,55745.411550076096,73462.37173600006,129207.78328607616,2017
99,1,In,Collected,0.0,M2016014876-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,67876.568583,64972.248999999996,63564.88299537866,4311.685587621338,-2904.319583000004,1407.3660046213336,2017
100,1,In,Collected,0.0,M2016014876-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,155945.66904,37574.64,146039.6188714572,9906.050168542803,-118371.02904000001,-108464.9788714572,2017
101,1,In,Collected,0.0,M2017000054-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-46975.186512,-16612.464,-45436.982162145534,-1538.2043498544663,30362.722512,28824.518162145534,2017
102,1,In,Collected,0.0,M2017000054-0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,202454.241,102102.0,195824.86882979836,6629.372170201648,-100352.24100000001,-93722.86882979836,2017
103,1,In,Collected,0.0,M2017000054-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,79967.988288,76362.048,77349.43333234718,2618.554955652813,-3605.940287999998,-987.3853323471849,2017
104,1,In,Collected,0.0,M2017000770-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-23187.867588,-8200.236,-22428.54626112398,-759.3213268760228,14987.631588,14228.310261123977,2017
105,1,In,Collected,0.0,M2017000770-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,87145.526574,83416.722,84291.81626112397,2853.7103128760355,-3728.804574000009,-875.0942611239734,2017
106,1,In,Collected,0.0,M2017000776-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-15077.10936,-5331.92,-14583.390539017035,-493.71882098296555,9745.18936,9251.470539017035,2017
107,1,In,Collected,0.0,M2017000776-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,67927.77042,65021.26,65703.39053901703,2224.379880982975,-2906.5104199999987,-682.1305390170237,2017
108,1,In,Collected,0.0,M2017000786-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,0.0,0.0,0.0,0.0,0.0,0.0,2017
109,1,In,Collected,0.0,M2017002309-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-32393.695541999998,-31007.626,-31333.240218023537,-1060.455323976461,1386.0695419999975,325.6142180235365,2017
110,1,In,Collected,0.0,M2017002309-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,40190.64,12376.0,38874.940218023534,1315.6997819764656,-27814.64,-26498.940218023534,2017
111,1,In,Collected,0.0,M2017002800-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8664.198,-9538.0,-8380.497135456348,-283.70086454365264,-873.8019999999997,-1157.5028645436523,2017
112,1,In,Collected,0.0,M2017002800-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,28707.6,8840.0,27767.597135456344,940.0028645436541,-19867.6,-18927.597135456344,2017
113,1,In,Collected,0.0,M2017003093-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-6743.8275300000005,-2384.9100000000003,-6522.9824707297175,-220.84505927028295,4358.917530000001,4138.072470729718,2017
114,1,In,Collected,0.0,M2017003093-0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,8043.159465,4152.0599999999995,7779.764231230096,263.3952337699038,-3891.0994650000002,-3627.7042312300964,2017
115,1,In,Collected,0.0,M2017003093-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,5741.5199999999995,1768.0,5553.498239499621,188.02176050037815,-3973.5199999999995,-3785.4982394996214,2017
116,1,In,Collected,0.0,M2017003603-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-98857.97999999998,-120185.0,0.0,-98857.97999999998,-21327.02000000002,-120185.0,2017
117,1,In,Collected,0.0,M2017003603-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,98857.97999999998,116896.0,0.0,98857.97999999998,18038.02000000002,116896.0,2017
